Sod,Species,Date,Time_pt,veg,live_dead,num_indiv_at_that_height,special_case_num_indiv,HvMax,HrMax,Diam,DiamHalf,Biomass_indiv,Bio_rest_of_individuals_of_sp
MH_CH_23,Epac obtu,28.8.17,2,ch,,,,105,,2,2,,
MH_CH_23,Epac obtu,28.8.17,2,ch,,,,105,,2,2,,
MH_CH_23,Epac obtu,28.8.17,2,ch,,,,105,,2,2,,
MH_CH_23,Gymn spha,28.8.17,2,ch,,,,480,,50,11,,
MH_CH_23,Gymn spha,28.8.17,2,ch,,,,165,,1,1,,
MH_CH_23,Gymn spha,28.8.17,2,ch,,,,,,,,,
MH_CH_24,Acac ptyc,25.8.17,2,ch,,,,90,,2,3,,
MH_CH_24,Acac ptyc,25.8.17,2,ch,,,,,,,,,
MH_CH_24,Acac ptyc,25.8.17,2,ch,,,,,,,,,
MH_CH_24,Acac ptyc,25.8.17,2,ch,,,,,,,,,
MH_CH_24,Epac obtu,25.8.17,2,ch,,,,130,,1,2,,
MH_CH_24,Epac obtu,25.8.17,2,ch,,,,85,,1,2,,
MH_CH_24,Epac obtu,25.8.17,2,ch,,,,50,,1,2,,
MH_CH_24,Gymn spha,25.8.17,2,ch,,,,480,,50,10,,
MH_CH_24,Gymn spha,25.8.17,2,ch,,,,,,,,,
MH_CH_24,Gymn spha,25.8.17,2,ch,,,,,,,,,
MH_CH_24,Gymn spha,25.8.17,2,ch,,,,,,,,,
MH_CH_24,Tetr turf,25.8.17,2,ch,,,,245,,2,2,,
MH_CH_25,Acac ptyc,28.8.17,2,ch,,,,65,,2,2,,
MH_CH_25,Acac ptyc,28.8.17,2,ch,,,,45,,2,2,,
MH_CH_25,Acac ptyc,28.8.17,2,ch,,,,70,,2,2,,
MH_CH_25,Empo minu,28.8.17,2,ch,,,,140,,1,1,,
MH_CH_25,Empo minu,28.8.17,2,ch,,,,80,,1,1,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,130,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,130,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,130,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,130,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,145,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,85,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,85,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,85,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,85,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,85,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,85,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,85,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,85,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,120,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,120,,2,2,,
MH_CH_25,Epac obtu,28.8.17,2,ch,,,,120,,2,2,,
MH_CH_25,Gymn spha,28.8.17,2,ch,,,,580,,10,4,,
MH_CH_25,Unknown Oxalis (contaminant),28.8.17,2,ch,,,,1,,1,1,,
MH_CH_26,Baec lini,25.8.17,2,ch,,,,140,,5,2,,
MH_CH_26,Baec lini,25.8.17,2,ch,,,,,,,,,
MH_CH_26,Bank eric,25.8.17,2,ch,,,,62,,2,3,,
MH_CH_26,Bank eric,25.8.17,2,ch,,,,58,,2,3,,
MH_CH_26,Bank eric,25.8.17,2,ch,,,,95,,2,3,,
MH_CH_26,Dros bina,25.8.17,2,ch,,,,,,,,,
MH_CH_26,Dros bina,25.8.17,2,ch,,,,,,,,,
MH_CH_26,Empo minu,25.8.17,2,ch,,,,255,,8,5,,
MH_CH_26,Empo minu,25.8.17,2,ch,,,,210,,5,3,,
MH_CH_26,Empo minu,25.8.17,2,ch,,,,140,,5,3,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,115,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,20,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,20,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,30,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,30,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,30,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,40,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,40,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,95,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,95,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,60,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,60,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,60,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,60,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,80,,2,2,,
MH_CH_26,Epac obtu,25.8.17,2,ch,,,,80,,2,2,,
MH_CH_26,Pult diva,25.8.17,2,ch,,,,160,,5,3,,
MH_CH_26,Pult diva,25.8.17,2,ch,,,,35,,2,2,,
MH_CH_26,Pult diva,25.8.17,2,ch,,,,,,,,,
MH_CH_26,Pult diva,25.8.17,2,ch,,,,,,,,,
MH_CH_27,Acac ptyc,25.8.17,2,ch,,,,,,,,,
MH_CH_27,Baec lini,25.8.17,2,ch,,,,30,,10,10,,
MH_CH_27,Baec lini,25.8.17,2,ch,,,,25,,2,2,,
MH_CH_27,Baec lini,25.8.17,2,ch,,,,25,,2,2,,
MH_CH_27,Baec lini,25.8.17,2,ch,,,,,,,,,
MH_CH_27,Baum tere,25.8.17,2,ch,,,,45,,2,2,,
MH_CH_27,Chor spha,25.8.17,2,ch,,,,1015,,5,3,,
MH_CH_27,Chor spha,25.8.17,2,ch,,,,470,,5,4,,
MH_CH_27,Chor spha,25.8.17,2,ch,,,,70,,5,4,,
MH_CH_27,Dros spat,25.8.17,2,ch,,,,,,,,,
MH_CH_27,Empo minu,25.8.17,2,ch,,,,230,,2,3,,
MH_CH_27,Empo minu,25.8.17,2,ch,,,,125,,2,3,,
MH_CH_27,Empo minu,25.8.17,2,ch,,,,210,,2,3,,
MH_CH_27,Empo minu,25.8.17,2,ch,,,,50,,2,3,,
MH_CH_27,Epac obtu,25.8.17,2,ch,,,,95,,2,2,,
MH_CH_27,Epac obtu,25.8.17,2,ch,,,,135,,2,2,,
MH_CH_27,Epac obtu,25.8.17,2,ch,,,,130,,2,2,,
MH_CH_27,Epac obtu,25.8.17,2,ch,,,,105,,2,2,,
MH_CH_27,Epac obtu,25.8.17,2,ch,,,,,,,,,
MH_CH_27,Epac obtu,25.8.17,2,ch,,,,,,,,,
MH_CH_27,Epac obtu,25.8.17,2,ch,,,,,,,,,
MH_CH_27,Seedling,25.8.17,2,ch,,,,,,,,,
MH_CH_27,Glei micr,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Acac ptyc,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Acac ptyc,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Alma incu,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Alma incu,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Bank eric,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Baec lini,25.8.17,2,ch,,,,95,,2,2,,
MH_CH_28,Baec lini,25.8.17,2,ch,,,,10,,1,2,,
MH_CH_28,Baec lini,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Empo minu,25.8.17,2,ch,,,,205,,3,3,,
MH_CH_28,Epac obtu,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Epac obtu,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Epac obtu,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Epac obtu,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Epac obtu,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Gymn spha,25.8.17,2,ch,,,,745,,65,10,,
MH_CH_28,Gymn spha,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Lepy scar,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Pult diva,25.8.17,2,ch,,,,,,,,,
MH_CH_28,Pult diva,25.8.17,2,ch,,,,,,,,,
MH_CH_29,Baec lini,1.9.17,2,ch,,,,200,,8,5,,
MH_CH_29,Baec lini,1.9.17,2,ch,,,,95,,3,2,,
MH_CH_29,Baec lini,1.9.17,2,ch,,,,,,,,,
MH_CH_29,Empo minu,1.9.17,2,ch,,,,220,,2,2,,
MH_CH_29,Empo minu,1.9.17,2,ch,,,,355,,6,6,,
MH_CH_29,Epac obtu,1.9.17,2,ch,,,,,,,,,
MH_CH_29,Epac obtu,1.9.17,2,ch,,,,145,,2,2,,
MH_CH_29,Epac obtu,1.9.17,2,ch,,,,185,,2,2,,
MH_CH_29,Gymn spha,1.9.17,2,ch,,,,,,,,,
MH_CH_29,Lepi limi,1.9.17,2,ch,,,,470,,10,8,,
MH_CH_29,Lepi limi,1.9.17,2,ch,,,,590,,10,5,,
MH_CH_29,Lepi limi,1.9.17,2,ch,,,,590,,10,5,,
MH_CH_29,Lepi limi,1.9.17,2,ch,,,,530,,5,3,,
MH_CH_30,Acac ptyc,28.8.17,2,ch,,,,115,,2,2,,
MH_CH_30,Baec lini,28.8.17,2,ch,,,,330,,40,15,,
MH_CH_30,Baec lini,28.8.17,2,ch,,,,,,,,,
MH_CH_30,Epac obtu,28.8.17,2,ch,,,,265,,2,2,,
MH_CH_30,Epac obtu,28.8.17,2,ch,,,,90,,2,2,,
MH_CH_30,Epac obtu,28.8.17,2,ch,,,,90,,2,2,,
MH_CH_30,Epac obtu,28.8.17,2,ch,,,,190,,2,2,,
MH_CH_30,Epac obtu,28.8.17,2,ch,,,,,,,,,
MH_CH_30,Gymn spha,28.8.17,2,ch,,,,,,,,,
MH_CH_30,Lepi limi,28.8.17,2,ch,,,,770,,10,5,,
MH_CH_30,Lepi limi,28.8.17,2,ch,,,,770,,10,5,,
MH_CH_30,Lepi limi,28.8.17,2,ch,,,,,,,,,
MH_CH_31,Alma incu,25.8.17,2,ch,,,,,,,,,
MH_CH_31,Baec lini,25.8.17,2,ch,,,,125,,12,10,,
MH_CH_31,Dros spat,25.8.17,2,ch,,,,5,,2,3,,
MH_CH_31,Dros spat,25.8.17,2,ch,,,,5,,2,3,,
MH_CH_31,Dros spat,25.8.17,2,ch,,,,5,,2,3,,
MH_CH_31,Dros spat,25.8.17,2,ch,,,,5,,2,3,,
MH_CH_31,Dros spat,25.8.17,2,ch,,,,5,,2,3,,
MH_CH_31,Dros spat,25.8.17,2,ch,,,,20,,5,10,,
MH_CH_31,Dros spat,25.8.17,2,ch,,,,15,,5,10,,
MH_CH_31,Dros spat,25.8.17,2,ch,,,,15,,5,10,,
MH_CH_31,Empo minu,25.8.17,2,ch,,,,105,,2,1,,
MH_CH_31,Empo minu,25.8.17,2,ch,,,,100,,2,1,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,105,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,105,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,105,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,200,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,200,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,200,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,140,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,140,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,140,,2,2,,
MH_CH_31,Epac obtu,25.8.17,2,ch,,,,140,,2,2,,
MH_CH_31,Good bell,25.8.17,2,ch,,,,35,,6,6,,
MH_CH_31,Good bell,25.8.17,2,ch,,,,35,,6,6,,
MH_CH_31,Good bell,25.8.17,2,ch,,,,20,,6,6,,
MH_CH_31,Good bell,25.8.17,2,ch,,,,20,,6,6,,
MH_CH_31,Good bell,25.8.17,2,ch,,,,30,,6,6,,
MH_CH_31,Good bell,25.8.17,2,ch,,,,30,,6,6,,
MH_CH_31,Good bell,25.8.17,2,ch,,,,30,,6,6,,
MH_CH_31,Good bell,25.8.17,2,ch,,,,30,,6,6,,
MH_CH_31,Lepi limi,25.8.17,2,ch,,,,565,,8,4,,
MH_CH_31,Lepi limi,25.8.17,2,ch,,,,360,,8,4,,
MH_CH_31,Pult diva,25.8.17,2,ch,,,,40,,2,2,,
MH_CH_31,Utri late,25.8.17,2,ch,,20,many,30,,,,,
MH_TT_01,Acac ptyc,24.8.17,2,tt,,,,295,,2,2,,
MH_TT_01,Acac ptyc,24.8.17,2,tt,,,,210,,2,2,,
MH_TT_01,Acac ptyc,24.8.17,2,tt,,,,,,,,,
MH_TT_01,Empo minu,24.8.17,2,tt,,,,445,,2,2,,
MH_TT_01,Empo minu,24.8.17,2,tt,,,,185,,1,1,,
MH_TT_01,Empo minu,24.8.17,2,tt,,,,165,,4,3,,
MH_TT_01,Epac obtu,24.8.17,2,tt,,,,45,,1,2,,
MH_TT_01,Glei dica,24.8.17,2,tt,,,,130,,2,3,,
MH_TT_01,Glei dica,24.8.17,2,tt,,,,70,,2,3,,
MH_TT_01,Glei dica,24.8.17,2,tt,,,,140,,2,5,,
MH_TT_01,Glei dica,24.8.17,2,tt,,,,80,,2,3,,
MH_TT_01,Lepi limi,24.8.17,2,tt,,,,890,,12,8,,
MH_TT_01,Lepi limi,24.8.17,2,tt,,,,860,,5,5,,
MH_TT_01,Lepi limi,24.8.17,2,tt,,,,845,,5,5,,
MH_TT_01,Lepi limi,24.8.17,2,tt,,,,910,,5,5,,
MH_TT_01,Lept gran,24.8.17,2,tt,,,,,,,,,
MH_TT_01,Tetr turf,24.8.17,2,tt,,,,270,,2,2,,
MH_TT_01,Dicot seedl,24.8.17,2,tt,,,,,,,,,
MH_TT_02,Acac ptyc,25.8.17,2,tt,,,,170,,2,2,,
MH_TT_02,Acac ptyc,25.8.17,2,tt,,,,,,,,,
MH_TT_02,Baec lini,25.8.17,2,tt,,,,,,,,,
MH_TT_02,Dros spat,25.8.17,2,tt,,,,,,,,,
MH_TT_02,Empo minu,25.8.17,2,tt,,,,340,,5,4,,
MH_TT_02,Empo minu,25.8.17,2,tt,,,,,,,,,
MH_TT_02,Glei dica,25.8.17,2,tt,,,,65,,2,3,,
MH_TT_02,Glei dica,25.8.17,2,tt,,,,5,,1,2,,
MH_TT_02,Lept juni,25.8.17,2,tt,,,,10,,1,2,,
MH_TT_02,Unknown - Orchid -Corybas?,25.8.17,2,tt,,,,10,,1,3,,
MH_TT_03,Bank eric,28.8.17,2,tt,,,,170,,2,3,,
MH_TT_03,Empo minu,28.8.17,2,tt,,,,360,,3,4,,
MH_TT_03,Empo minu,28.8.17,2,tt,,,,,,,,,
MH_TT_03,Glei dica,28.8.17,2,tt,,,,90,,2,3,,
MH_TT_03,Glei dica,28.8.17,2,tt,,,,125,,2,3,,
MH_TT_03,Glei dica,28.8.17,2,tt,,,,,,,,,
MH_TT_03,Oxalis,28.8.17,2,tt,,,,,,,,,
MH_TT_04,Baec lini,1.9.17,2,tt,,,,,,,,,
MH_TT_04,Baec lini,1.9.17,2,tt,,,,,,,,,
MH_TT_04,Baec lini,1.9.17,2,tt,,,,,,,,,
MH_TT_04,Baec lini,1.9.17,2,tt,,,,,,,,,
MH_TT_04,Baec lini,1.9.17,2,tt,,,,,,,,,
MH_TT_04,Baum tere,1.9.17,2,tt,,,,660,,18,8,,
MH_TT_04,Empo minu,1.9.17,2,tt,,,,510,,3,2,,
MH_TT_04,Empo minu,1.9.17,2,tt,,,,400,,3,2,,
MH_TT_04,Empo minu,1.9.17,2,tt,,,,160,,3,2,,
MH_TT_04,Empo minu,1.9.17,2,tt,,,,330,,3,2,,
MH_TT_04,Glei dica,1.9.17,2,tt,,,,130,,2,3,,
MH_TT_04,Glei dica,1.9.17,2,tt,,,,,,,,,
MH_TT_04,Glei dica,1.9.17,2,tt,,,,,,,,,
MH_TT_04,Gymn spha,1.9.17,2,tt,,,,,,,,,
MH_TT_04,Lept juni,1.9.17,2,tt,,,,90,,2,2,,
MH_TT_04,Lept juni,1.9.17,2,tt,,,,65,,2,2,,
MH_TT_04,Lept juni,1.9.17,2,tt,,,,105,,2,2,,
MH_TT_04,Lept juni,1.9.17,2,tt,,,,70,,2,2,,
MH_TT_04,Lept juni,1.9.17,2,tt,,,,40,,2,2,,
MH_TT_04,Lept juni,1.9.17,2,tt,,,,30,,2,2,,
MH_TT_04,Lept juni,1.9.17,2,tt,,,,5,,2,2,,
MH_TT_04,Lept gran,1.9.17,2,tt,,,,,,,,,
MH_TT_05,Acac ptyc,25.8.17,2,tt,,,,315,,2,2,,
MH_TT_05,Dros bina,25.8.17,2,tt,,,,310,,8,10,,
MH_TT_05,Dros bina,25.8.17,2,tt,,,,40,,2,4,,
MH_TT_05,Empo minu,25.8.17,2,tt,,,,70,,2,1,,
MH_TT_05,Glei dica,25.8.17,2,tt,,,,110,,2,4,,
MH_TT_05,Lept juni,25.8.17,2,tt,,,,50,,2,2,,
MH_TT_05,Lept juni,25.8.17,2,tt,,,,50,,2,2,,
MH_TT_05,Lept juni,25.8.17,2,tt,,,,30,,2,2,,
MH_TT_05,Lept juni,25.8.17,2,tt,,,,30,,2,2,,
MH_TT_05,Lept juni,25.8.17,2,tt,,,,20,,2,2,,
MH_TT_05,Lept juni,25.8.17,2,tt,,,,35,,2,2,,
MH_TT_05,Tetr turf,25.8.17,2,tt,,,,290,,2,2,,
MH_TT_06,Acac ptyc,1.9.17,2,tt,,,,,,,,,
MH_TT_06,Alma incu,1.9.17,2,tt,,,,,,,,,
MH_TT_06,Baec lini,1.9.17,2,tt,,,,,,,,,
MH_TT_06,Baum tere,1.9.17,2,tt,,,,850,,18,5,,
MH_TT_06,Baum tere,1.9.17,2,tt,,,,900,,12,6,,
MH_TT_06,Baum tere,1.9.17,2,tt,,,,910,,10,4,,
MH_TT_06,Baum tere,1.9.17,2,tt,,,,730,,6,3,,
MH_TT_06,Empo minu,1.9.17,2,tt,,,,160,,2,2,,
MH_TT_06,Empo minu,1.9.17,2,tt,,,,130,,1,1,,
MH_TT_06,Glei dica,1.9.17,2,tt,,,,,,,,,
MH_TT_06,Scae albi,1.9.17,2,tt,,,,,,,,,
MH_TT_06,Scae albi,1.9.17,2,tt,,,,,,,,,
MH_TT_06,Tetr turf,1.9.17,2,tt,,,,175,,2,2,,
MH_TT_06,Tetr turf,1.9.17,2,tt,,,,175,,2,2,,
MH_TT_06,Tetr turf,1.9.17,2,tt,,,,220,,2,2,,
MH_TT_06,Unknown dicot,1.9.17,2,tt,,,,10,,1,2,,
MH_TT_06,Unknown dicot,1.9.17,2,tt,,,,5,,1,2,,
MH_TT_06,Unknown dicot,1.9.17,2,tt,,,,5,,1,2,,
MH_TT_07,Acac ptyc,1.9.17,2,tt,,,,,,,,,
MH_TT_07,Acac ptyc,1.9.17,2,tt,,,,,,,,,
MH_TT_07,Acac ptyc,1.9.17,2,tt,,,,,,,,,
MH_TT_07,Baum tere,1.9.17,2,tt,,,,590,,10,4,,
MH_TT_07,Baum tere,1.9.17,2,tt,,,,,,,,,
MH_TT_07,Baum tere,1.9.17,2,tt,,,,,,,,,
MH_TT_07,Gymn spha,1.9.17,2,tt,,,,180,,5,5,,
MH_TT_07,Unknown - Goodeniaceae?,1.9.17,2,tt,,,,60,,1,1,,
MH_TT_07,Scae albi,1.9.17,2,tt,,,,,,,,,
MH_TT_08,Acac ptyc,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Acac ptyc,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Baec lini,25.8.17,2,tt,,,,265,,20,10,,
MH_TT_08,Lepi limi,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Lepy scar,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Tetr turf,25.8.17,2,tt,,,,420,,3,2,,
MH_TT_08,Tetr turf,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Scae albi,25.8.17,2,tt,,,,30,,1,2,,
MH_TT_08,Gymn spha,25.8.17,2,tt,,,,275,,1,1,,
MH_TT_08,Gymn spha,25.8.17,2,tt,,,,255,,1,1,,
MH_TT_08,Gymn spha,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Empo minu,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Scae albi,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Scae albi,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Scae albi,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Scae albi,25.8.17,2,tt,,,,,,,,,
MH_TT_08,Scae albi,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Acac ptyc,25.8.17,2,tt,,,,110,,2,2,,
MH_TT_09,Acac ptyc,25.8.17,2,tt,,,,110,,2,2,,
MH_TT_09,Baum gunn,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Baum tere,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Dros spat,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Dros spat,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Empo minu,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Epac obtu,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Lept juni,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Lepi limi,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Lepi limi,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,22,,2,3,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,22,,2,3,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Pult diva,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Tetr turf,25.8.17,2,tt,,,,115,,2,2,,
MH_TT_09,Tetr turf,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Oxalis,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Unknown - small opp leaf herb,25.8.17,2,tt,,,,10,,1,2,,
MH_TT_09,Unknown - small opp leaf herb,25.8.17,2,tt,,,,10,,1,2,,
MH_TT_09,Xyri oper,25.8.17,2,tt,,,,,,,,,
MH_TT_09,Xyri oper,25.8.17,2,tt,,,,,,,,,
MH_TT_10,Acac ptyc,1.9.17,2,tt,,,,150,,2,2,,
MH_TT_10,Acac ptyc,1.9.17,2,tt,,,,150,,2,2,,
MH_TT_10,Acac ptyc,1.9.17,2,tt,,,,115,,2,2,,
MH_TT_10,Acac ptyc,1.9.17,2,tt,,,,115,,2,2,,
MH_TT_10,Acac ptyc,1.9.17,2,tt,,,,130,,2,2,,
MH_TT_10,Acac ptyc,1.9.17,2,tt,,,,130,,2,2,,
MH_TT_10,Acac ptyc,1.9.17,2,tt,,,,90,,2,2,,
MH_TT_10,Empo minu,1.9.17,2,tt,,,,110,,1,1,,
MH_TT_10,Empo minu,1.9.17,2,tt,,,,235,,1,1,,
MH_TT_10,Tetr turf,1.9.17,2,tt,,,,155,,2,2,,
MH_TT_10,Scae albi,1.9.17,2,tt,,,,45,,2,3,,
MH_TT_10,Scae albi,1.9.17,2,tt,,,,40,,2,3,,
MH_TT_11,Acac ptyc,25.8.17,2,tt,,,,125,,2,2,,
MH_TT_11,Acac ptyc,25.8.17,2,tt,,,,125,,2,2,,
MH_TT_11,Baum tere,25.8.17,2,tt,,,,830,,12,5,,
MH_TT_11,Baum tere,25.8.17,2,tt,,,,740,,8,6,,
MH_TT_11,Baum tere,25.8.17,2,tt,,,,,,,,,
MH_TT_11,Empo minu,25.8.17,2,tt,,,,,,,,,
MH_TT_11,Glei dica,25.8.17,2,tt,,,,150,,2,3,,
MH_TT_11,Glei dica,25.8.17,2,tt,,,,95,,2,3,,
MH_TT_11,Glei dica,25.8.17,2,tt,,,,70,,2,2,,
MH_TT_11,Glei dica,25.8.17,2,tt,,,,45,,2,2,,
MH_TT_11,Lept juni,25.8.17,2,tt,,,,85,,1,2,,
MH_TT_11,Lept juni,25.8.17,2,tt,,,,10,,1,1,,
MH_TT_11,Tetr turf,25.8.17,2,tt,,,,,,,,,
MH_TT_11,Xyri oper,25.8.17,2,tt,,,,,,,,,
MH_TT_12,Empo minu,24.8.17,2,tt,,,,245,,1,2,,
MH_TT_12,Empo minu,24.8.17,2,tt,,,,90,,2,2,,
MH_TT_12,Empo minu,24.8.17,2,tt,,,,270,,5,5,,
MH_TT_12,Glei dica,24.8.17,2,tt,,,,150,,2,5,,
MH_TT_12,Glei dica,24.8.17,2,tt,,,,70,,2,2,,
MH_TT_12,Glei dica,24.8.17,2,tt,,,,,,,,,
MH_TT_12,Lepi limi,24.8.17,2,tt,,,,450,,4,3,,
MH_TT_12,Lepi limi,24.8.17,2,tt,,,,630,,10,4,,
MH_TT_12,Lepi limi,24.8.17,2,tt,,,,780,,10,5,,
MH_TT_12,Lept gran,24.8.17,2,tt,,,,65,,1,2,,
MH_TT_12,Lept gran,24.8.17,2,tt,,,,70,,1,2,,
MH_TT_12,Lept gran,24.8.17,2,tt,,,,48,,1,2,,
MH_TT_12,Lept juni,24.8.17,2,tt,,,,,,,,,
MH_TT_12,Tetr turf,24.8.17,2,tt,,,,230,,2,2,,
MH_TT_12,Tetr turf,24.8.17,2,tt,,,,,,,,,
MH_TT_13,Acac ptyc,24.8.17,2,tt,,,,90,,1,2,,
MH_TT_13,Dros spat,24.8.17,2,tt,,,,,,,,,
MH_TT_13,Empo minu,24.8.17,2,tt,,,,44,,2,2,,
MH_TT_13,Glei dica,24.8.17,2,tt,,,,80,,1,2,,
MH_TT_13,Empo minu,24.8.17,2,tt,,,,,,,,,
MH_TT_13,Xyri ustu,24.8.17,2,tt,,,,560,,80,35,,
MH_TT_13,Xyri ustu,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Acac ptyc,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Acac ptyc,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Acac ptyc,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Acac ptyc,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Acac ptyc,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Epac obtu,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Glei dica,24.8.17,2,tt,,,,102,,2,3,,
MH_TT_14,Glei dica,24.8.17,2,tt,,,,130,,2,3,,
MH_TT_14,Gono micr,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Lepi limi,24.8.17,2,tt,,,,725,,5,5,,
MH_TT_14,Lept gran,24.8.17,2,tt,,,,20,,1,2,,
MH_TT_14,Lept juni,24.8.17,2,tt,,,,20,,1,2,,
MH_TT_14,Scae albi,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Spre inca,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Spre inca,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Tetr turf,24.8.17,2,tt,,,,,,,,,
MH_TT_14,Tetr turf,24.8.17,2,tt,,,,,,,,,
MH_TT_15,Acac ptyc,25.8.17,2,tt,,,,,,,,,
MH_TT_15,Dros spat,25.8.17,2,tt,,,,,,,,,
